Laptop Brand,Price,Series,Device Type,OS,Dimensions,Weight,Warranty,Type,Touch,Size,Resolution,PPI,Anti Glare Screen,Features,Ethernet,HDMI,Microphone In,Headphone Jack,Camera,Keyboard,Keyboard Backlit,Inbuilt Microphone,Speakers,Optical Drive,Processor,Speed,Cache,Brand,Generation,GPU,Dedicated Memory,RAM,Solid State Drive,Battery,Sales Package,USB Type-C,USB 3.0,USB 2.0
ASUS,26302725.0,Ryzen 7 ,Netbook,Windows 11 Home,395 x 264 x 25.4 mm,2.6 kg,1,"FHD, Value IPS-level, 144Hz",No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,"Brightness 250, NTSC 45%, SRGB 62.50%",,1 x HDMI 2.0b Port,Yes,,Yes,"Backlit Chiclet Keyboard RGB, Yes",Yes,Built-in array microphone,Dual speakers,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.7 GHz",16 MB,NVIDIA,6th Gen,NVIDIA GeForce RTX RTX 3060,GDDR6 6 GB,16 GB DDR5,1 TB,4 Cell Battery,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",1,2,0
ASUS,55620364.5,Core i9,Netbook,Windows 11 Home,302 x 220 x 5.6 mm,1.18 kg,1,"WQUXGA,",Yes,13.4 inches,3840 x 2400 pixels,~ 338,No,"Refresh Rate 60Hz, Response Time 30ms, Viewing Angle 89/89/89/89, Panel Tech IPS-level, Brightness 500, Contrast 1000:1",No,,Yes,,Yes,"Backlit Chiclet Keyboard 1-Zone RGB, Yes",Yes,Built-in 3-microphone array,Built-in Dual Speakers,No,Intel Core i9,"2.5 GHz, Octa Core",4 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,16 GB LPDDR5,1 TB,4 Cell Battery,"Laptop, TYPE-C 100W AC Adapter, User Manual, ROG XG Mobile (GC31S with NVIDIA GeForce RTX 3080), Stylus (ASUS Pen SA201-MPP2.0 support)",1,0,1
Acer,32994364.500000004,Core i7,Netbook,Windows 11 Home,359.4 x 276.4 x 25.9 mm,2.6 kg,1,"QHD IPS (In-Plane Switching), 165 Hz",No,15.6 inches,2560 x 1440 pixels,~ 188,Yes,DCI-P3 100%,Killer Ethernet E2600,1 x HDMI Port,Yes,,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Built-in Dual Microphone,Built-in Dual Speakers,No,Intel Core i7,3.5 GHz Turbo Boost Upto 4.7 GHz,24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3070,GDDR6 8 GB,16 GB DDR5,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,1,0
Acer,29317639.5,Core i7,Netbook,Windows 11 Home,359.4 x 276.4 x 25.9 mm,2.6 kg,1,"QHD IPS (In-Plane Switching),165 Hz",No,15.6 inches,2560 x 1440 pixels,~ 188,No, DCI-P3 100%,Killer Ethernet E2600,1 x HDMI Port,Yes,,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Built-in Dual Microphone,Built-in Dual Speakers,No,Intel Core i7,3.5 GHz Turbo Boost Upto 4.7 GHz,24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,1,0
ASUS,13417783.65,Ryzen 7,Netbook,Windows 11 Home,359 x 256 x 25 mm,2.3 kg,1,,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"144Hz Refresh Rate, vIPS-level Anti-glare Panel, 1000:1 Contrast Ratio, 45% NTSC, 62.5% sRGB, 47.34% Adobe, Adaptive-Sync technology",,1 x HDMI Port,Yes,Yes,Yes,,Yes,Yes,,No,AMD Ryzen 7,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce RTX 3050,GDDR6  4 GB,8 GB DDR4,512 GB,4 Cell Battery,"Laptop, Adapter, User Manual
",1,3,0
Dell,39670731.45,Core i7,Netbook,Windows 11,321.5 x 262.6 x 14.4 mm,1.8 kg,1,"LED, 144Hz",No,14 inches,1920 x 1080 pixels,~ 141,Yes,,No,1 x HDMI 2.1 Port,Yes,Yes,Yes,,Yes,Yes,,No,Intel Core i7,"3 GHz, 14 Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GEFORCE RTX 3060,GDDR6 6 GB,32 GB LPDDR5,1 TB,3 Cell Battery,,1,1,0
ASUS,17619997.5,Ryzen 7 ,Netbook,Windows 10 Home,,,1,FHD,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,"Brightness: 250nits, Contrast: 1:800, 45% NTSC, 62.5% SRGB, Display, Refresh Rate: 144 Hz, Adobe: 47.34%",10/100/1000,1 x HDMI 2.0b Port,Yes,Yes,Yes,"Backlit Chiclet Keyboard RGB, Yes",Yes,Built-in array microphone,Built-in Dual Speakers,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.7 GHz",16 MB,NVIDIA,6th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",1,3,0
ASUS,26583664.5,Ryzen 7 ,Netbook,Windows 11 Home,,,1,IPS Level,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"60 Hz Refresh Rate, 3ms Response Time, 300nits Brightness, 72% NTSC% 100% SRGB% ",10/100/1000/2500 Mbps,1 x HDMI 2.0b Port,Yes,,No,Backlit Chiclet Keyboard 4-Zone RGB,Yes,Built-in array Microphone,Dual Speaker,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.7 GHz",16 MB,NVIDIA,6th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,1 TB,4 Cell Battery,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",2,2,0
ASUS,16779064.5,Core i5,Netbook,Windows 11 Home,395 x 264 x 25.4 mm,2.6 kg,1,"FHD, IPS-level",No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,"Brightness 250nits, NTSC 45% SRGB 62.50% ",10/100/1000 Mbps,1 x HDMI 2.0b Port,Yes,,Yes,"Backlit Chiclet Keyboard RGB, Yes",Yes,Built-in array microphone,Dual Speakers,No,Intel Core i5, Turbo Boost Upto 4.5 GHz,18 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR5,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,0
MSI,16969500.0,Core i7,Netbook,Windows 11 Home,398 x 273 x 25 mm,2.6 kg,1,IPS-Level,No,17.32 inches,1920 x 1080 pixels,~ 127,Yes,FHD 144Hz,,1 x HDMI Port,Yes,Yes,Yes,,Yes,Yes,,No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,Nvidia RTX 3050 Ti,GDDR6 4 GB,16 GB,512 GB,,,1,2,1
MSI,10934014.5,Core i5,Netbook,Windows 10 Home,359 x 254 x 21.7 mm,1.86 kg,2,"IPS-Level Display (with 60 Hz Refresh Rate, 100% sRGB)",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,,1 x HDMI Port,Yes,,Yes,"Red , Yes",Yes,Built-in Microphone,Built-in Dual Speakers,No,Intel Core i5,"2.2 GHz, Hexa Core Turbo Boost Upto 4.5 GHz",12 MB,NVIDIA,11th Gen,NVIDIA Geforce RTX 3050,GDDR6 4 GB,8 GB DDR4,512 GB,3 cell Cell Battery,"Laptop, Battery, Power Adapter, User Guide",1,3,0
Lenovo,14037358.950000001,Core i5,Netbook,Windows 11 Home,359.6 x 251.9 x 24.2 mm,2.25 kg,1,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"120 Hz Refresh Rate, 250nits Anti-glare, 45% NTSC, DC dimmer",Integrated 100/1000 Gigabit Ethernet LAN,1 x HDMI 2.0 Port,Yes,Yes,Yes,White Backlit English Keyboard,Yes,2x Array Microphones,Dual Speakers,No,Intel Core i5,"3.1 GHz, Quad Core Turbo Boost Upto 4.4 GHz",8 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050 Graphics,GDDR6 4 GB,16 GB DDR4,512 GB,,,1,2,0
HP,15442245.0,Core i5,Netbook,Windows 11 Home,370 x 262 x 23.5 mm,2.48 kg,1,IPS,No,16.1 inches,1920 x 1080 pixels,~ 137,Yes,250nits Brightness,"Integrated 10/100/1000 GbE LAN
",1 x HDMI 1.4 Port,Yes,Yes,Yes,"Full-size, Ceramic White Keyboard With Numeric Keypad",Yes,Dual Array Digital Microphones,Dual speakers,No,Intel Core i5,"2.2 GHz, Hexa Core Turbo Boost Upto 4.5 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,4 GB,8 GB DDR4,512 GB,4 Cell Battery,,1,3,0
ASUS,16213414.500000002,Ryzen 7 ,Netbook,Windows 11 Home,,,1,,No,15.6 inches,1080 x 1920 pixels,~ 141,Yes,144Hz Refresh Rate,,1 x HDMI Port,Yes,Yes,Yes,,Yes,Yes,,No,AMD Ryzen 7,"2.9 GHz, Dual Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce RTX3050,DDR4 4 GB,8 GB DDR4,1 TB,,"Laptop, Manual, Adaptor",1,3,0
ASUS,21645540.0,Core i7,Netbook,Windows 11 Home,354 x 251 x 25 mm,2.2 kg,1,"LED, 144Hz",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,,1 x HDMI Port,Yes,Yes,Yes,,Yes,Yes,,No,Intel Core i7, Turbo Boost Upto 4.7 GHz,24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,16 GB DDR5,1 TB,4 Cell Battery,"Main Unit, Charging Cable, Charging Adapter",0,0,0
Acer,23023840.5,Core i9,Netbook,Windows 11 Home,363 x 255 x 22.9 mm,2.3 kg,1,"LED, 165 Hz",No,15.6 inches,2560 x 1440 pixels,~ 141,Yes,Quad HD IPS LED Backlit Display,,1 x HDMI Port,Yes,Yes,Yes,Gaming Keyboard,Yes,Built-in Microphone,Built-in Speakers,No,Intel Core i9,"2.5 GHz, Octa Core Turbo Boost Upto 4.9 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3060,6 GB,16 GB DDR4,1 TB,4 Cell Battery,,1,1,0
ASUS,27526414.5,Ryzen 7,Netbook,Windows 11 Home,,,1,WQHD ,No,17.3 inches,2560 x 1440 pixels,~ 170,Yes,"sRGB: 62.5%, Adobe: 47.34%, Refresh Rate: 240Hz, Value IPS-level, Adaptive-Sync, Optimus",No,1 x HDMI Port,Yes,Yes,No,,Yes,Yes,Dolby Atmos-powered Speakers,No,AMD Ryzen 7,"4.7 GHz, Octa Core Turbo Boost Upto 4.7 GHz",16 MB,NVIDIA,6th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,1 TB,4 Cell Battery,,0,1,2
HP,11501361.450000001,Core i5,Netbook,Windows 11 Home,360 x 256 x 23.4 mm,2.23 kg,1,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD IPS Micro-Edge Display (250 nits Brightness, 45% NTSC Color Gamut)",Integrated 10/100/1000 GbE LAN,1 x HDMI Port,Yes,Yes,Yes,"Full-Size Island-Style Ultra Violet with Numeric Keypad, Yes",Yes,Integrated Dual Array Digital Microphone,Built-in Dual Speakers,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,512 GB,3 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,3,0
Lenovo,12114337.5,Core i5,Netbook,Windows 11 Home,360 x 252 x 24 mm,2.25 kg,1,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"120 Hz Refresh Rate, 250nits Anti-glare, 45% NTSC, DC dimmer",Integrated 100/1000 Gigabit Ethernet LAN,1 x HDMI 2.0 Port,Yes,Yes,Yes,White Backlit English Keyboard,Yes,2x Array Microphones,Dual Speakers,No,Intel Core i5,"3.1 GHz, Quad Core Turbo Boost Upto 4.4 GHz",8 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,512 GB,,,1,2,0
ASUS,25565494.5,Ryzen 7 ,Netbook,Windows 11 Home,354 x 259 x 22.6 mm,2.3 kg,1,IPS Level,No,15.6 inches,2560 x 1440 pixels,~ 188,Yes,"165 Hz Refresh Rate, 3ms Response Time, 170 Degree Viewing Angle, 300nits Brightness,100% DCI-P3",10/100/1000/2500 Mbps,1 x HDMI 2.0b Port,Yes,,No,Backlit Chiclet Keyboard 4-Zone RGB,Yes,Built-in array Microphone,Dual Speaker,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.7 GHz",16 MB,NVIDIA,6th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,1 TB,4 Cell Battery,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",1,2,0
Dell,22474971.450000003,Core i7,Netbook,Windows 11 Home,357 x 272 x 26.9 mm,2.57 kg,1,Full HD WVA AG 165Hz 300 nits Narrow Border,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,,1 x HDMI 2.1 Port,Yes,,Yes,"4 Zone RGB, Yes",Yes,Yes,,No,Intel Core i7,3.5 GHz Turbo Boost Upto 4.7 GHz,24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,512 GB,6 Cell Battery,"Laptop, Battery, Adapter, Cables and User Manuals",0,3,0
Lenovo,12065314.5,Core i5,Netbook,Windows 10 Home,359 x 249.6 x 24.9 mm,2.2 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (120Hz Refresh Rate, 250 nits Brightness)",100/1000M,1 x HDMI v2.0 Port,Yes,Yes,Yes,"Blue LED Backlit English Keyboard, Yes",Yes,Dual Array Microphone,Built-in Dual Speakers,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,512 GB,,"Laptop, Power Adaptor, User Guide, Warranty Documents",0,2,1
Dell,13688541.450000001,Core i5,Netbook,Windows 11,357 x 272 x 21 mm,2.44 kg,1,IPS Screen,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"FHD, Brightness: 250 nits, 45% NTSC, 120 Hz",No,1 x HDMI Port,Yes,Yes,Yes,,Yes,Yes,Stereo Speakers,No,Intel Core i5,"2.1 GHz, Hexa Core Turbo Boost Upto 4.4 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,512 GB,3 Cell Battery,,0,2,1
Dell,14139364.5,Core i5,Netbook,Windows 11,357 x 272 x 21 mm,2.44 kg,1,IPS Screen,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"FHD, Brightness: 250 nits, 45% NTSC, 120 Hz",No,1 x HDMI Port,Yes,Yes,Yes,,Yes,Yes,Stereo Speakers,No,Intel Core i5,"2.1 GHz, Hexa Core Turbo Boost Upto 4.4 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR4,512 GB,3 Cell Battery,,0,2,1
Dell,21964189.5,Core i7,Netbook,Windows 11 Home,357 x 272 x 26.9 mm,2.57 kg,1,Full HD WVA AG 165Hz 300 nits Narrow Border,No,15.6 inches,1920 x 1080 pixels,~ 141,No,,Available,1 x HDMI 2.1 Port,Yes,,Yes,"4 Zone RGB, Yes",Yes,Yes,Yes,No,Intel Core i7,"3.5 GHz, Octa Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,16 GB DDR5,1 TB,3 Cell Battery,"Laptop, battery, adapter, cables and user manuals",0,3,1
HP,18098914.5,Ryzen 7,Netbook,Windows 11 Home,370 x 262 x 24 mm,2.48 kg,1,IPS,No,16.1 inches,1920 x 1080 pixels,~ 137,Yes,"Low Blue Light, 300 nits, 144 Hz Refresh Rate, 7 ms response time",,1 x HDMI 2.0 Port,Yes,Yes,No,Mica Silver Keyboard with Numeric Keypad,Yes,Dual Array Digital Microphones,Dual Speakers,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adapter, User Manuals",1,1,0
MSI,47514411.45,Core i7,Netbook,Windows 11 Home,358 x 267 x 24 mm,2.38 kg,1,,No,15.6 inches,2560 x 1440 pixels,~ 188,Yes,165Hz 100% DCI-P3,,1 x HDMI Port,Yes,Yes,Yes,Per Key RGB Steelseries Keyboard,Yes,Yes,,No,Intel Core i7,"3 GHz, Octa Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3070Ti,GDDR6  8 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Laptop Bag, AC Adapter",1,3,0
ASUS,21115714.5,Ryzen 7,Netbook,Windows 11 Home,354 x 251 x 22.4 mm,3 kg,1,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"sRGB:100%, Adobe:75.35%, Refresh Rate:300Hz, IPS-level, MUX Switch + Optimus",,1 x HDMI 2.0b Port,Yes,Yes,Yes,,Yes,Yes,,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.7 GHz",16 MB,NVIDIA,6th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR,1 TB,,"Laptop, Adapter, Manual",1,2,0
ASUS,22626000.0,Ryzen 7 ,Netbook,Windows 11 Home,324 x 222 x 17.9 mm,1.6 kg,1,"WQHD, IPS-level",No,14 inches,2560 x 1440 pixels,~ 210,Yes,"Brightness 300, DCI-P3 % 100%",No,1 x HDMI 2.0b Port,Yes,Yes,No,"Backlit Chiclet Keyboard, Yes",Yes,Built-in array microphone,"2x 0.7W tweeter, 2x 2.5W speaker with Smart Amp Technology",No,AMD Ryzen 7,"2.8 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",2,2,0
ASUS,20551950.0,Core i7,Netbook,Windows 10 Home,356 x 256 x 24 mm,2.3 kg,1,,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"250nits, 144Hz Refresh Rate, vIPS-level Anti-glare Panel, 1000:1 Contrast Ratio, 45% NTSC, 62.5% sRGB, 47.34% Adobe, Adaptive-Sync Technology",,1 x HDMI Port,Yes,Yes,No,,Yes,Yes,,No,Intel Core i7,"2.5 GHz, Hexa Core Turbo Boost Upto 4.6 GHz",18 MB,INTEL,11th Gen,Intel UHD Graphics,,16 GB DDR4,512 GB,4 Cell Battery,,0,4,0
ASUS,20598521.85,Ryzen 7,Netbook,Windows 11 Home,395 x 264 x 25 mm,2.6 kg,1,,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,,No,1 x HDMI Port,Yes,Yes,Yes,,Yes,Yes,Dual Speaker ,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.7 GHz",16 MB,NVIDIA,6th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,1 TB,4 Cell Battery,"Laptop, Adaptor, User Manual",0,4,0
ASUS,43364614.5,Core i9,Netbook,Windows 11 Home,354 x 259 x 27.2 mm,2.3 kg,1,IPS-level ,No,15.6 inches,2560 x 1440 pixels,~ 188,Yes,"300nits, Contras 1000:1",No,1 x HDMI 2.1 Port,Yes,Yes,No,"Backlit Chiclet Keyboard Per-Key RGB, Yes",Yes,Built-in Array Microphone,Four Built-in Speakers,No,Intel Core i9,2.5 GHz,24,NVIDIA,12th Gen,NVIDIA GeForce RTX 3070 Ti,GDDR6 8 GB,32 GB DDR5,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,0
Acer,19795864.5,Core i7,Netbook,Windows 11 Home,360.4 x 271.09 x 26.9 mm,2.6 kg,1,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Acer ComfyView, 144 Hz Refresh Rate",Killer Ethernet E2600,1 x HDMI Port,Yes,Yes,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Built-in Dual Microphone,Built-in Speaker,No,Intel Core i7,4.7 GHz,24,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,16 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,1,0
Acer,11311114.5,Core i5,Netbook,Windows 11 Home,363.4 x 255 x 23.9 mm,2.2 kg,1,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Acer ComfyView LED-backlit TFT LCD, 144 Hz Refresh Rate ",Killer Ethernet E2600,1 x HDMI Port,Yes,Yes,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Built-in Dual Microphone,Built-in Dual Speakers,No,Intel Core i5,"2.7 GHz, Hexa Core Turbo Boost Upto 4.5 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,1,0
Acer,14706900.0,Core i5,Netbook,Windows 11 Home,360 x 271 x 26 mm,2.5 kg,1,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Acer ComfyView ,No,1 x HDMI 2.1 Port,Yes,Yes,Yes,4 Zone RGB keyboard With Dedicated NitroSense Key,Yes,Yes,,No,Intel Core i5,"3.3 GHz, Octa Core Turbo Boost Upto 4.5 GHz",18 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050,GDDR6  4 GB,8 GB DDR4,512 GB,4 Cell Battery,"Battery, Adaptor, Laptop",1,2,1
HP,13820715.0,Ryzen 5 ,Netbook,Windows 11 Home,360 x 257 x 24 mm,1.98 kg,1,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"144 Hz, Micro-edge, 250 nits, 45%",Integrated 10/100/1000 GbE LAN,1 x HDMI 2.0 Port,Yes,Yes,Yes,Shadow Black Keyboard With Numeric Keypad,Yes,Dual Array Digital Microphones,Dual speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050Ti,GDDR6  4 GB,8 GB DDR4,512 GB,3 Cell Battery,"Laptop, power adapter, User Manuals",1,1,1
HP,15875532.9,Ryzen 5 ,Netbook,Windows 11 Home,370 x 262 x 24 mm,2.48 kg,1,IPS,No,16.1 inches,1920 x 1080 pixels,~ 137,Yes,"FHD, 144 Hz Refresh Rate, 7ms Response Time, Micro-edge, Low Blue Light, 250 nits",Integrated 10/100/1000 GbE LAN,1 x HDMI 2.0 Port,Yes,Yes,Yes,,Yes,Dual Array Digital Microphones,Dual Speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050Ti,GDDR6  4 GB,8 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adapter, User Manuals",1,2,1
MSI,26395114.5,Core i7,Netbook,Windows 11 Home,398 x 273 x 25.2 mm,3.5 kg,1,,No,17.32 inches,1920 x 1080 pixels,~ 127,Yes,FHD 144Hz,,1 x HDMI Port,Yes,Yes,Yes,,Yes,Yes,,No,Intel Core i7,"3 GHz, Octa Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,Nvidia RTX 3060,GDDR6 6 GB,16 GB,1 TB,,,0,2,1
MSI,36578511.45,Core i7,Netbook,Windows 10 Home,359 x 256 x 16 mm,2.2 kg,1,IPS-Level,No,16 inches,2560 x 1600 pixels,~ 189,Yes,"120Hz Thin Bezel, DCI-P3 100%, Finger Touch panel",No,1 x HDMI Port,Yes,Yes,Yes,,,Yes,,No,Intel Tiger Lake,"2.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX3060,GDDR6  6 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Documents, Laptop Bag, AC Adapter",0,2,0
ASUS,18687190.5,Core i7,Netbook,Windows 11 Home,354 x 251 x 25 mm,2.2 kg,1,,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,,1 x HDMI Port,Yes,Yes,Yes,,Yes,Yes,,No,Intel Core i7,"3 GHz, Octa Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,16 GB DDR5,512 GB,4 Cell Battery,"Main Unit, Charging Cable, Charging Adapter",0,3,0
Dell,30544911.450000003,Core i7,Netbook,Windows 11,355 x 248 x 17 mm,2.01 kg,1,IPS ,No,16 inches,3072 x 1920 pixels,~ 226,Yes,"300nits, 100% sRGB",No,1 x HDMI 2.0 Port,Yes,Yes,Yes,,Yes,Yes,,No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,4 GB,16 GB DDR4,1 TB,6 Cell Battery,"Laptop, Battery, AC Adapter, User Guide, Manuals",0,2,0
Dell,54905760.0,Core i7,Netbook,Windows 11,359 x 299 x 21 mm,3.02 kg,1,LED,No,17.3 inches,1920 x 1080 pixels,~ 141,Yes,Comfortview Plus NVIDIA G-SYNC Advanced Optimus 1ms 360Hz,No,1 x HDMI 2.1 Port,Yes,Yes,Yes,,Yes,Yes,,No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GEFORCE RTX 3070,GDDR6 8 GB,32 GB DDR4,1 TB,,,1,2,0
Dell,67236930.0,Core i9,Netbook,Windows 11,359 x 277 x 16 mm,2.34 kg,1,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Comfortview Plus NVIDIA G-SYNC Advanced Optimus CV+ 1ms 360Hz 100% sRGB 300 nits,No,1 x HDMI 2.1 Port,Yes,Yes,Yes,,Yes,Yes,,No,Intel Core i9, Turbo Boost Upto 5 GHz,24 MB,NVIDIA,12th Gen,NVIDIA GEFORCE RTX 3080 Ti,GDDR6 16 GB,32 GB DDR5,1 TB,,,1,2,0
MSI,26873088.75,Core i7,Netbook,Windows 10 Home,359 x 259 x 28 mm,2.26 kg,1,QHD,No,16 inches,2560 x 1600 pixels,~ 189,Yes,60Hz close to DCI-P3 100% Panel,,1 x HDMI Port,Yes,Yes,Yes,White Backlit Keyboard,Yes,Yes,,No,Intel Tiger Lake,"2.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX3050 Ti,GDDR6  4 GB,16 GB DDR4,1 TB,,,1,2,1
